text,toxicity,id,parent_id,url,date,,,,
Tha ithela na do ton Noti s'afto to panel:))  Noti is the man:)) Nick and Noti NN super asfaleia:),1,0,1,,4 years ago (edited),,,,
Το ζευγαρι μηχαλολιακος-μπογδανος με βοηθαει να χεσω η και να ξερασω οταν εχω αναγουλα,3,0,1,,3 years ago,,,,
Άκου Αρχηγέ...... Και άκου το καλά...........,1,0,1,,9 years ago,,,,
"4. My last question regards some oddities of Greek politics. If he is indeed a Nazi (National SOCIALIST) why doesn't his party take seat on the left side of the parliament - where Nazism, despite its far-right-styled actions, nominally belongs - instead of the right one? Everyone knows that the extremes of the far-wings are three: Communism and Nazism on the left (the second at least nominally) and Fascism on the right. This gentleman seems indecisive of what his party represents...",1,0,1,,10 years ago,,,,
Τεράστιε Αρχηγέ !!!!!!!,1,0,1,,4 years ago,,,,
Ρε παιδιά είμαι ο μόνος που ακούει τα μισά από αυτά που λέει ο Μπογδάνος να του τα φωνάζει κάποιος από το κοντρόλ,2,,,0,1,,5 years ago,,
Μιχαλολιακος: δημοκρατια εχουμε ο καθενας μπορει να λεει οτι θελει.,1,0,1,,4 years ago,,,,
Να υπενθυμίσουμε ότι το 2012 ήταν το απόγειο των αυτοκτονιών,2,0,1,,3 years ago,,,,
ζητω ο αρχηγος!,1,0,1,,11 years ago,,,,
"Σημειώνω τα κύρια σημεία. 
(1) Λάθος του Μπογδάνου: ""Βίαια"" αντί ""δυναμικά"". Γλωσσικό ατόπημα, δεικνύον αμάθεια.
(2) Ενδυματολογικό λάθος του Μπογδάνου: Μπλουτζίν με κοστούμι στο πάνω τμήμα του κορμού.
(3) Ταύτιση του επιμάχου χαιρετισμού με τον ναζισμό, αν καί υπάρχει από την Αρχαία Ελλάδα. Τώρα ότι κάποιοι αμαθείς ή στρατευμένοι τον ταύτισαν με τον ναζισμό είναι άλλο θέμα.
(4) Θεωρεί την τετρακτύ ως ναζιστικό σύμβολο, αν καί υπάρχει από την Αρχαιότητα.-",1,0,1,,11 years ago,,,,
"""... είσαι στημένος ....αλλά θα κανεις μια τρύπα στο νερό "".   (   συγκλονιστικός  )",2,0,1,,4 months ago,,,,
BRAVO RE Νίκο Μιχαλολιάκο.....!!!,1,0,1,,10 years ago,,,,
Στο 31.30 που του λέει από το μικρόφωνο (λέτε πάλι ψέματα),2,0,1,,2 years ago,,,,
πρέπει να λέγεται πλαγίως και υπογειος!! Όχι ευθεως!,1,0,1,,7 years ago,,,,
"Η ΧΡΥΣΗ ΑΥΓΗ ΕΙΝΑΙ ΤΟ ΜΟΝΟ ΜΗ ΞΕΠΟΥΛΗΜΕΝΟ ΚΟΜΜΑ,ΕΛΠΙΖΩ ΝΑ ΜΗΝ ΑΛΛΑΞΕΤΕ ΠΑΙΔΙΑ..ΕΙΣΤΕ Η ΤΕΛΕΥΤΑΙΑ ΜΑΣ ΕΛΠΙΔΑ",1,0,1,,10 years ago,,,,
"ο μπογδανος μια με τον φυρερ να ουρλιαζει και μια με τον υποβολεα να του δινει οδηγιες στο αυτι εχει χασει τα αυγα και τα πασχαλια..λεει σε μια φαση ""ριχνετε τη μπαλα στο δικο μου το μπαλακι""χαχα..γενικα το πιο ψυχαγωγικο βιντεο εδω και καιρο χαχαχα",2,0,1,,11 years ago,,,,
ΧΑΧΑΧΑ ΓΕΛΑΩΩΩΩ,1,0,1,,4 years ago,,,,
"πωωωωωωωωωωωωωωωωωω διαφωνώ σε όλα με τον Μιχαλολιάκο και τις ιδέες του... αλλά ρε παιδάκι μου ο καράφλας είναι απλά απαράδεκτος!!! 

Έχω δει δύο εκπομπές του ... αυτή και μία με τον Τζήμερο. Απαράδεκτος απλά και απρεπής και στις δύο.",3,0,1,,10 years ago,,,,
Δεν υπαρχει επικοινωνια πιστευω σε καθε ερωτηση απανταει με κατι εντελβς ακυρο πως αυτος ο ανθρωπος μπορει να κανει διαλογο,2,0,1,,4 years ago,,,,
Διάλογος από τα λιντλ. Απαράδεκτα και τα 2 πρωτεύοντα!,2,0,1,,5 years ago,,,,
δυναμώστε το για να ακούσετε τις οδηγίες από το control!!! Τη στιγμή μάλιστα που Μιχαλολιάκος κοιτάζει για μάρτυρες στο στούντιο ο Μπογδάνος βρίσκει ευκαιρία να φτιάξει το ακουστικό του!,2,0,1,,11 years ago,,,,
έπαιζε το μάτι του Κώστα στο τέλος... χαχα,1,0,1,,9 years ago,,,,
Πρόεδρε είσαι Θεός.,1,0,1,,2 weeks ago,,,,
ΤΡΑΓΙΚΟΣ Ο ΚΑΤΜΑΝΝΝ,2,0,1,,4 years ago,,,,
"Κλειστε τα ματια σας οταν μιλαει ο Μπογδανος.
+1 αν ακουσατε τον Κοντιζα",2,0,1,,3 years ago,,,,
"Πως να δεις ΣΩΣΤΑ αυτη την εκπομπη.
1: Ανοιξε καινουρια καρτελα youtube
2: Ψαξε ""ζουζουνια"" και πατα το μεγαλυτερο σε διαρκεια βιντεο που βρεις
3: Χαμηλωσε λιγο τον ηχο απο τα ζουζουνια για να ακους τι λενε εδω
4: Φορα καπελακι απο παιδικο παρτυ και παρε ποπ κορν ή κατι 
Καλη διασκεδαση",1,0,1,,7 years ago,,,,
"Δεν έχω απαντήσει στην ερώτησή σου που τόσο επιμένεις γιατί είναι εκτός θέματος και γιατί δεν είναι η ουσία και έχει απαντηθεί από άλλα πράγματα που λέω...
Αλλά ναι κυκλοφορώ βράδυ στην Αθήνα. Το ότι είναι επικίνδυνο, ναι είναι, σε κάποιες περιοχές. Αλλά κάποιος που έχει αδικηθεί (και ακόμη αδικείται!!) είναι αναμενόμενο να παρανομεί όπως παρανομούμε σχεδόν όλοι μας για να επιβιώσουμε και όπως παρανομεί και ο Μιχαλολιάκος που εσύ (χωρίς διόλου κριτική σκέψη) υποστηρίζεις...
ελπίζω να σε κάλυψα..",1,0,1,,10 years ago,,,,
Υπέροχος Νίκος Μιχαλολιάκος!!!,1,0,1,,11 years ago,,,,
Αίμα τιμή ΧΡΥΣΗ ΑΥΓΗΗΗΗΗΗΗΗΗΗΗ,1,0,1,,3 years ago,,,,
Αυτος ο δημοσιογραφος ειναι απλα γελοιος. και ετσι θα μεινει στην μνημη μας. Αιωνια του η μνημη,2,0,1,,11 years ago,,,,
Πριν ο αλέκτωρ λαλήσει τρείς... αν χάσεις την ιδεολογία σου έχεις χάσει τα πάντα,2,0,1,,2 months ago,,,,
23:48 ''Ο υποβολέας του κυρίου Μπογδάνου''.,1,0,1,,8 years ago,,,,
αυτος ο δημοσιογραφος ειναι τελειως αμπαλος,1,0,1,,11 years ago,,,,
"Τι ανοήτος τύπος !
τι ανοήτος κόσμος που τους ψήφιζει.",3,0,1,,9 years ago,,,,
"""Τι παρασταση δωσατε ρε""",2,0,1,,1 year ago,,,,
κοίτα να δεις που θα συμπαθήσουμε τον Μπογδάνο τώρα,1,0,1,,3 years ago,,,,
Η γραμματική εχει ξεψυχήσει σε αυτο το βίντεο,2,0,1,,4 years ago,,,,
ΣΚΑΙ ΜΠΟΡΕΙΣ ΝΑ ΒΑΛΕΙΣ ΤΟ WWE ΝΩΡΙΤΕΡΑ ΝΑ ΔΟΥΜΕ ΚΑΙ ΕΜΕΙΣ ΚΑΤΙ !!!!,2,0,1,,4 years ago,,,,
Sta epistrefoume!,1,0,1,,10 years ago,,,,
θαυμάζω την ψυχραιμία του δημοσιογράφου!,1,0,1,,10 years ago,,,,
μεγαλε ΑΡΧΗΓΕ,1,0,1,,6 years ago,,,,
Μου αρέσει ο Μιχαλολιακος γιατί βάζει τον Μπογδανο στην θέση του!!,1,0,1,,2 years ago,,,,
τι είδα που δεν είδα τόσα χρόνια!!!! ντροπή μου που παρέβλεπα αυτό το βίντεο....,1,0,1,,3 months ago,,,,
"Χρυσή Αυγή, το μόνο αντικαθεστωτικό κόμμα που δεν είναι έχει λερωμένα χέρια και μπορεί να σηκώσει το κεφάλι στην Ευρώπη.",1,0,1,,8 years ago,,,,
Ο Μιχαλολιάκος κλασικά γελοίος αλλά και η συνέντευξη του Μπογδάνου τραγική...,1,0,1,,11 years ago,,,,
Here is a classic example of the new-age-Greek inability to carry a democratic argument. The interruptive interviewer is in constant defence of his socio-political beliefs. The persistent interviewee pry’s into the dialog with but  no success.,2,0,1,,11 years ago,,,,
31:14 έκρηξη στο μυαλό του Μπογδάνου,1,0,1,,4 months ago,,,,
Jotaro be like : Shut up both of you . I hate it when two people fight like this .,1,0,1,,2 years ago,,,,
Πραγματικά ίσως είναι η χειρότερη συνέντευξη που έχει παρθεί ποτέ.Καμία συνοχή στις σκέψεις του ο υποβολέας από μέσα του απαντάει σε ερωτήσεις που του κάνει ο Μιχαλολιακος μετά από πόση ώρα.Αλλά λόγια να αγαπιόμαστε.,2,0,1,,2 years ago,,,,
"Αν βάλετε ακουστικά, ακούγονται καθαρά οι οδηγίες από το κοντρόλ...",1,0,1,,9 years ago,,,,
ΧΡΥΣΗ ΑΥΓΗ ΕΡΧΟΜΑΣΤΕ!!!!!!!!!!!!!!!!,1,0,1,,11 years ago,,,,
Ένα μπράβο στον μπογδανο που είχε τα κότσια να φέρει έναν τέτοιο άνθρωπο στην εκπομπή του,1,0,1,,8 years ago,,,,
"1,5 εκατομμύριο προβολές ! Κρίμα που εξελιχθηκαν έτσι τελικά τα πράγματα . Χαθηκε μία ευκαιρία για την Ελλάδα . 
Εγιναν πολλά λάθη ...",2,0,1,,1 year ago (edited),,,,
Μπράβο Μπογδάνο!!!!!!!!,1,0,1,,11 years ago,,,,
Name a better duo,1,0,1,,1 year ago,,,,
"25:48 ""Σας λέει τίποτα το Μι Κάπα Όψιλον;""",1,0,1,,3 years ago (edited),,,,
Είναι μπογδάνος ο Κώστας ο Ρουφιάνος!,1,0,1,,3 years ago (edited),,,,
"sto oti exeis ftiaksei ena senario sto mialo sou kai to eksfendonizeis me vevaiotita 1000% eno i pithanotita gia kati tetoio einai poli mikri...an einai dinaton, epesa pano sto video, to eida kai to proto pragma pou skeftika itan afto pou egrapsa..kai apo oti vlepo kai alloi ta idia lene...kai esi evgales porisma oti exo diavasei to arthro enos adonarou (mesa sta 1000 arthra pou prepei na yparxoun sto diadiktio gia to thema) kai les oti to epanalavano...poso allo elliniki klise siberifora pleon",2,0,1,,11 years ago,,,,
ΩΣ ΤΗ ΝΙΚΗ ΑΡΧΗΓΕ,1,0,1,,3 years ago,,,,
ποτέ δεν απαντάει σε οτιδήποτε.. κάφρος απίθανος,3,0,1,,3 years ago,,,,
"Ειλικρινα βλεποντας και ακουγοντας αυτη την συνεντευξη αντιλαμβανετε κανεις πανευκολα τα εξης:

- Το οτι ο Μπογδανος ειναι ΑΚΑΤΑΛΛΗΛΟΣ για οποιαδηποτε σοβαρη συνεντευξη/συζητηση.
- Υπηρξε μια αποτυχημενη ΥΠΕΡ προσπαθεια του να βγαλει καποια ""στοιχεια"" κατα της ΧΑ και να στριμωξει τον αρχηγο της.
- Οι ανθρωποι πισω απο το ακουστικο του Μπογδανου φωναζαν πολυ :)
- Οι ανθρωποι πισω πο το ακουστικο του Μπογδανου, δεν καθοδηγουσαν οσο θα επρεπε τον Μπογδανο ωστε να καταφερει αυτο που ειχε/ειχαν προετοιμασει....


Αλλη φορα να βαζετε εναν σοβαροτερο και ικανοτερο Δημοσιογραφο ωστε να ""αντλησει"" τις οποιες πληροφοριες μας ενδιαφερουν σαν κοινο και οχι τον Μπογδανο και αλλους ΑΜΕΑ.",3,0,1,,4 years ago,,,,
μπογδανο πραγματικα τι να πω..και εσυ εργαζομενος εισαι..οτι σου λενε κανεις...,2,0,1,,9 years ago,,,,
"Συγχαρητήρια, δεν έχω δει πιο πειστικό επιχείρημα.",1,0,1,,11 years ago,,,,
to thema den einai auto...to thema einai oti h katastash sthn xwra mas exei ksefugei k tosa xronia tipota den ginetai....mporei na leme oti h XA einai to ena k einai to allo alla h PRAGMATIKOTHTA deixnei oti exoun autoktonhsei tosoi Ellhnes logw auths ths krishs pou uparxei....kati prepei na allaksei k prepei na to paroun xampari OLOI...kai den lew oti oi XA-ites einai oi swthres tou kosmou...alla toulaxiston as tous dwsoume mia eukairia na doume ti mporoun na kanoun k ekeinoi...,2,0,1,,11 years ago,,,,
ο hitman ειναι ανενημερωτος και αγενης,3,0,1,,4 years ago,,,,
"Προφανώς, ο κύριος Μπογδάνος είναι αρκετά άπειρος για να αντεπεξέλθει σε μία τέτοια συνέντευξη. Θεωρώ ΑΠΑΡΑΔΕΚΤΗ την επιλογή αυτού του ανθρώπου από το κανάλι, ο Μιχαλολιάκος απλά τον ""έπαιζε"", η ""συνέντευξη"" ήταν τουλάχιστον ανυπόφορη!! Κρίμα, δεν έχω κάτι άλλο να πω..",2,0,1,,10 years ago,,,,
Κλαιωωωωωωωωω,1,0,1,,3 years ago,,,,
"Μετά παραπανιοντουσαν οι χρυσαυγητες γτ δεν τους καλούσαν στην τηλεόραση. Τέλος πάντων,ξεβρωμησαμε από αυτούς.",1,0,1,,3 years ago,,,,
"yaaaaaaay! I agree with all this shit even though I don't speak Greek. Blood, Honor, Golden Dawn.",3,0,1,,10 years ago,,,,
Μπράβο!!,1,0,1,,6 months ago,,,,
Τελικά η ιστορία έδειξε ότι ο Μπογδάνος δεν διέφερε και πολύ από τον Μιχαλολιάκο..,2,0,1,,3 years ago,,,,
Ευθέως με τον Βασίλη Λεβέντη  - 09/01/2014,1,2,0,https://www.youtube.com/watch?v=WLequgheuYo,9 years ago ,,,,
Στον Ενικό - Βασίλης Λεβέντης - 28.9.2015,1,3,0,https://www.youtube.com/watch?v=x7MSXPRB4hE,8 years ago ,,,,
I am not a fan of Mitsotaki/ Bakoyianni family but the reality is they have been voted by the people. Good or bad they have been voted in!!,1,0,3,,2 years ago,,,,
"Εχω δει 1 ωρα,τον Βερυκιο τον εχει κανει με τα κρεμυδακια. Συνεχιζει και τα λεει πολυ σωστα παντως!",1,0,3,,8 years ago,,,,
εξαιρετικός πολιτικός ο Λεβεντης.....,1,0,3,,8 years ago,,,,
αιμετικος ο βερυλιος για ακομα μια φορα!!!!,3,0,3,,7 years ago,,,,
Κύριε Νικο,1,0,3,,4 years ago,,,,
"Δεν έχω δει το βίντεο, αλλά ότι ο ΣυριζοΝικολάου θεωρείται σοβαρός δημοσιογράφος, πραγματικά με ξεπερνά.",1,0,3,,2 years ago,,,,
πολυ ωραια εκπομπη εχουν καθισει και ακουνε παραμυθακια απο τον παππουλη,1,0,3,,8 years ago,,,,
"Αυτη η κατάσταση με τους δημοσιογράφους είναι comic  τι να πω!!!!! Γιατι τους καλουν αφού δεν τον αφήνουν να μιλήσει,και αυτο με τις συντάξεις ολα τα λεφτά  γουρλοσαν τα μάτια με το που το άκουσαν, δεν εχουν καθόλου εικόνα της ζωής του κόσμου",2,0,3,,5 months ago,,,,
Ο μεγαλύτερος κωμικός της πολιτικής γερό λεβέντης!!!,2,0,3,,3 years ago,,,,
Εχετε δει το σπιτι του Βερυκιου στον Αη Γιωργη 3.500.000 Ευρω.....σας δουλευουν ρεεεεεεε.πες τα Λεβεντη πες τα!!!!,1,0,3,,7 years ago,,,,
FOR SOUR Mr LEVENDIS ONE DAY  WILL BE THE BEST ..PROEDROS TIS ELLINIKIS DIMOKRATIAS ...,1,0,3,,8 years ago,,,,
''Γιατί να μην γενικολογούμε όπως ο θεοδωράκης'',1, Μηηηηηηηηηηηηηηηη μιλάμε για τον κ.θεοδωράκηηηηηηηηηηηηηηη! Δεν είναι σωσττόοοοοοοο! Γιατί ρε πρώην μπολσεβίκοι να μην μιλάμε για το παιδί αυτό, δημοκράααααααααααταροι !,0,3,,8 years ago,,
1:22 Σοβαρότατο ερώτημα: Τι θα γίνει με τους προσφυγακιδες που ματαίωσαν με τις προσφυγές στο ΣΤΕ τόσες επενδύσεις και χάθηκαν τόσες δουλειές Σε κάποιες περιοχές κάποιες δήθεν οικολογικές οργανώσεις και κάποια ντόπια συμφέροντα με τις προσφυγές τους ματαιωσαν την κατασκευή μεγάλων τουριστικών μονάδων που θα έφερναν ανάπτυξη Ο πρόεδρος δυστυχώς δεν απάντησε,1,0,3,,8 years ago,,,,
O Vereikios einao poli yeleios ehei ekei 2 ores kai opote milaei prospathi na korodevi to Levendi. Autos einai yia ta proina!!,3,0,3,,2 years ago,,,,
"Figje re Verikie,dhen exis megalosi toso poli oso na antimetopizis ton Levendi.O Levendis ine ja prothipurgos,kie pu 'se ,me ton Cipra tha dhume an tha paris sindaksi meta apo 2017>Edho tha imaste kai tha dhume",2,0,3,,8 years ago,,,,
1:16:43,1,0,3,,1 year ago,,,,
ΑΥΤΟΣ ΕΊΝΑΙ ΛΕΒΈΝΤΗΣ ΕΣΎ,1,,0,3,,2 years ago,,,
Κε Λεβέντη σε πήρε μυρωδιά ο κόσμος και δεν πήρες ούτε 14 ούτε 20 % κι ίσως δεν ξαναδείς ούτε το 4 % . Άρα έχει δίκιο και ο Βερύκιος και η Κοραή .,2,0,3,,2 years ago (edited),,,,
poso zwa einai merikoi ekei,3,0,3,,7 years ago,,,,
leventaros,1,0,3,,8 years ago,,,,
oVerikios tin paleuei?,2,0,3,,8 years ago,,,,
"Ο Βασίλης Λεβέντης έχει ένα ωραιότατο πρόγραμμα ΠΕΡΙΚΟΠΩΝ τόσο καιρό που τον ακούω το οποίο παρουσιάζει κ διαφημίζει,όμως ΠΡΟΓΡΑΜΜΑ ΑΝΑΠΤΥΞΗΣ τίποτα!!Το παραμικρό!!!!Πρόγραμμα ανάπτυξης δεν είναι η επιστροφή των χρημάτων από το εξωτερικό χωρίς φόρο κ ποινή κ εξαναγκασμός επένδυσης του 50% αυτών.Αυτό άντε να καλύπτει το 5% της ανάπτυξης που χρειάζεται να γίνει στην Ελλάδα αυτή τη στιγμή.Επίσης αυτό που έχω παρατηρήσει στον Λεβέντη είναι ''μην του θίξουμε την Γερμανία΄΄ κ απορώ γιατί?",2,0,3,,8 years ago,,,,
Ξεφτιλησε τους .,3,0,3,,2 years ago,,,,
"If Levendi was not a gentleman he would of humiliated that clown Verikios! The guy has no class Levendis only mistake wast hat he should of put him in his place on TV in front of thousands of viewers but sadly he did not!!! Even though he showed himself to everyone he is not a serious reporter or whatever he is suppose to be!!!

Oso akouo auton to Deimo toso ton skenome ti pereimeneis ena Areistero Moutro!! This guy Deimo is the biggest joke I have seen the more I watch the more he disgusts me!!",3,0,3,,2 years ago (edited),,,,
"O Vereikeios is the biggest looser Hatzinikolao should never have him on his show. He has tried to make Levendi look like a fool. He is fine for the morning show that he is on talking about Gossip. But he is very disrespectful towards Mr. Levendi this man fought 30 years the 2 power house ND and Pasok and finaly with his hard work sweat got into parliamant. If I was living in Greece I dont support his party but I respect him and if I had to choose someone from a small party to be in Parliament it Mr. Levendi.

This Clown Vereikio has done nothing compared to Levendi he is the joke not Levendi!!! Hatzinikolao mistakes for bringing him on a serious show!!!",3,0,3,,2 years ago,,,,
"Για το οτι εβαλε συγγενεισ στα ψηφοδελτια ειναι διαφορετικο απο τους υπαλληλους γιατι οι πρωτοι πρωτοι ''πιανουν δουλεια'' εφ'οσον εκλεγουν, και οι δευτεροι διοριζονται αναξιοκρατικά.",1,0,3,,8 years ago,,,,
1.38.36 pshfiste to mwro,2,0,3,,7 years ago,,,,
"Εγώ προσωπικά θα σταθώ μόνο σε αυτό-02:00:40-02:01:24
κι αυτό 02:02:44-02:02:56",1,0,3,,8 years ago,,,,
"Κι εγώ τον ψήφισα το 2015 (και 2004-2007). Αποδείχτηκε ότι παρά την πολύ μεγάλη προβολή του από τα μεγάλα κανάλια, όπου έγραψε ώρες συνεντεύξεων όσες κανένας άλλος πρόεδρος τα 5 τελευταία χρόνια, ήταν ανεπαρκής, ασόβαρος, ανοργάνωτος και γενικά ακατάλληλος για να ηγηθεί του μεταρρυθμιστικού χώρου. Τώρα έχω στραφεί στο Θάνο Τζήμερο και βλέπω τη διαφορά στην ιδεολογική συγκρότηση (αρθρογραφία) και στις εφαρμόσιμες και δουλεμένες προτάσεις του.
Ο Λεβέντης έχει ένα προφίλ αθώου και αφελή ανθρώπου, αλλά κατά βάση είναι μεγάλη αλεπού και συμφεροντολόγος. Επίσης, έχει πολύ μεγάλη ιδέα για τον εαυτό του και γι'αυτό δε συνεργάζεται ποτέ με κανέναν, αφού θέλει μόνο αυτός να είναι αρχηγός. Τέλος, ο πολιτικός του λόγος και οι αναφορές του είναι 30-40 χρόνια πίσω, ενώ αγνοεί παντελώς τη σημασία του Διαδικτύου και των κοινωνικών δικτύων για ένα σύγχρονο κόμμα. Οργάνωση κόμματος, νεολαίας και τακτικών συνεδρίων, μηδέν.
Η φράση του Λαζόπουλου: «συμπαθής είναι, παπαριές λέει», με εκφράζει απόλυτα.",2,0,3,,3 years ago (edited),,,,
Βγαίνουν γελοίοι οι άλοι επίτηδες για να πάρει ο λεβέντης credits σοβαροφάνειας γιατι έχει την φήμη που έχει απο την πορεία του στην τηλεόραση ..... κάποιοι τον θέλουν στα πράματα και δεν μιλάω για το σύνολο που τον ψήφισε ....,2,0,3,,7 years ago,,,,
"Λεβεντη κρατα γερα, κρατα το καλα το 0,0005% που θα παρεις την κυριακη ...χεχεχεχε",2,0,3,,4 years ago,,,,
Στον Ενικό - Άδωνις Γεωργιάδης - 5.10.2015,1,4,0,https://www.youtube.com/watch?v=fr7SSEj-d_I,8 years ago ,,,,
υπουργός αξίζει,1,0,4,,2 months ago,,,,
Υπουργε αξιζεις,1,0,4,,3 months ago,,,,
1:39:26 top!,1,0,4,,1 year ago,,,,
Υπουργός αξιζει,1,0,4,,2 months ago,,,,
γπουργε αξιζεις,1,0,4,,4 months ago,,,,
υπουργός αξιζει,1,0,4,,3 months ago,,,,
"ωραιες γραβατες , το βιντεο εχει θεμα ασυνχρονιζεται το βιντεο με τον ηχο και πολλες φορες δειχνει αλλο καρε με αλλον ηχο",1,0,4,,8 years ago,,,,
1:37:45 εδώ γελάει και το παρδαλό κατσίκι ααα ρε άδωνι με έκανες και γέλασα,1,0,4,,3 years ago,,,,
Έχει δίκαιο ο Άδωνης που λέει ΕΓΏ ΜΠΟΡΩ ΝΑ ΝΙΚΉΣΩ ΤΟΝ ΤΣΊΠΡΑ Να γιατί: Ο Τσίπρας από βήματος Βουλής ευχήθηκε στον Μεϊμαράκη να είναι αυτός στο μέλλον που θα συζητάει μαζί του για όλα τα ζητήματα και θα συνεργαστούν για το καλό της χωρας,1,0,4,,8 years ago,,,,
"Σε μια στιγμή ""ευφάνταστης"" και ευρηματικής ερώτησης του κ. Χατζηνικολάου, προς τον Άδωνι Γεωργιάδη, αναφορικά με το αν οι ιδεολογίες γεννούν δουλειές ή όχι (ήταν η αμέσως προηγούμενη επισήμανση του Άδωνι Γεωργιάδη), η κα Λώρα Ιωάννου, έσπευσε να υπερθεματίσει υπέρ Χατζηνικολάου και μάλιστα, χαχάνιζε από πάνω.
Όταν όμως,  αμέσως και μέσα σε μία πρόταση ο Άδωνις Γεωργιάδης, εξήγησε ότι οι ιδεολογίες ρυθμίζουν τις οικονομίες και εκείνες με την σειρά τους και ανάλογα με το μοτίβο των κατευθύνσεων τους, γεννούν δουλειές ή όχι τελικώς, της κόπηκε το γελάκι, αμέσως!!!
Φαίνεται, από την απόλυτη πεποίθηση που είχε προηγουμένως (και σε όλη της την ζωή), και που αποτόμως της έκοψε τον ρου (υποτιθέμενο σωστό), που νόμιζες ότι είχε...",1,0,4,,4 years ago,,,,
Νομιζω οτι εχει βρει τον μαστορα του μπραβο στον κ. Χατζηνικολαου,1,0,4,,1 year ago,,,,
52:05,1,0,4,,5 months ago (edited),,,,
Έχει δίκαιο ο Άδωνης που λέει ΕΓΏ ΘΑ ΝΙΚΉΣΩ ΤΟΝ ΤΣΊΠΡΑ Ιδού η απόδειξη: Ο Τσίπρας από βήματος της Βουλής ευχήθηκε στον Μεϊμαράκη να είναι για πολλά χρόνια αυτός με τον οποίον θα συζητάει μαζί του και θα συνεργάζονται για το καλό της χωρας,1,0,4,,8 years ago,,,,
Δηλωσιας...,1,0,4,,3 years ago,,,,
Σωστος,1,0,4,,4 months ago,,,,
1:38:25 egkefaliko se ekseliksh,1,0,4,,8 years ago,,,,
τσίρκο Μετρανο,1,0,4,,4 years ago,,,,
"Φοβερός δημοσιογράφος ο κ. Χατζηνικολαου....
Στο 52.05"", αναφέρει, στον Αδωνι Γεωργιάδη <<επίσης, στείλατε 4.000 γιατρούς στα σπίτια τους>>.  Και ο Άδωνις Γεωργιάδης, επί της ουσίας τον αποδομεί, αποδεικνυοντας στο αμέσως επόμενο λεπτό, ότι έπρεπε να κρατήσουν μια από τις δύο δουλειές που είχαν μέχρι εκείνη την στιγμή, και την ίδια ακριβώς στιγμή, 1000 νέοι γιατροί, που προηγουμένως δεν είχαν ΚΑΜΙΑ δουλειά, τώρα έχουν.
Πραγματικά, τρομερός δημοσιογράφος, και μάλιστα, φοβερά ενημερωμένος...",1,0,4,,4 years ago,,,,
Τώρα πιά ο κόσμος θέλει μόνον αλήθειες και αλήθειες λέει μόνον ο Αδωνις !!!,1,0,4,,8 years ago,,,,
ΑΥΤΟΣ ΔΕΝ ΕΙΝΑ ΠΟΛΙΤΗΣ ΤΟΝ ΑΧΡΙΣΤΟΝ ΒΙΒΛΊΩΝ! ΕΒΡΕ ΠΟΥ ΕΠΕΣΕΣ Ελλάδα!,3,0,4,,1 year ago,,,,
"τι αηδιες λεει , ελεος!",3,0,4,,2 years ago,,,,
megale Adoni,1,0,4,,1 year ago,,,,
ων,1,0,4,,3 years ago,,,,
"Adonis .Georgiadis is the Man  
Your like him or not .Who cares
The guy is genius and charismatic
We Love Adonis 🇬🇷🇬🇷🇬🇷",1,0,4,,3 years ago,,,,
Αληθινός..,1,0,4,,4 years ago,,,,
Ο Γεωργιαδης είναι ο ποιο ευφυής πολιτικός που έχει περάσει από Την Ελλάδα μετά την κλασική εποχή 400 πχ,1,0,4,,3 years ago,,,,
Kai oi dyo ta idia skta einai...,3,0,4,,3 months ago,,,,
H ELLADA PAEI KATA DIAOLOU KAI AYTOI ASXOLOUNTE  ME TO DEKSIA. KAI ARISTERA...,3,0,4,,3 months ago,,,,
Xestike  epano tou o Adwnis  ..me to vivleio.......An den gyreves  sygnwmi .. den tha eisouna tipota twra.....,2,0,4,,3 months ago,,,,
O Άδωνις Γεωργιάδης στο μάθημα της Ιστορίας για την Μακεδονία και τον Φίλιππο (1ο μέρος),1,5,0,https://www.youtube.com/watch?v=b_6KFrKOznA,5 years ago ,,,,
ΜΑΘΗΜΑΤΑ ΙΣΤΟΡΙΑΣ - ΒΥΖΑΝΤΙΟ,1,6,0,https://www.youtube.com/watch?v=jPVnHTpGTxw,5 years ago ,,,,
Εξαιρετικός ιστορικός και στην παρουσίαση της και ο τρόπος έκφρασης της διδασκαλίας του. Συγχαρητήρια,1,0,6,,1 year ago,,,,
Αγάπησα την ιστορία από αυτές τις διαλέξεις. Ο καθηγητής παίζει πολύ σημαντικό ρόλο! Συγχαρητήρια κύριε Γεωργιάδη.,1,0,6,,1 year ago,,,,
Διαφωνω σε πολλα μαζι του αλλα στην ιστορια και τη παρουσιαση της θα επρεπε να τον δει ολη η ελλαδα.Συνχαρητηρια,1,0,6,,2 years ago,,,,
"πολύ καλό μάθημα, διαδραστικό, με πολλές πληροφορίες, χιούμορ και συμπεράσματα!",1,0,6,,5 years ago,,,,
ΕΙΜΑΙ ΠΟΛΙΤΙΚΑ ΑΠΕΝΑΝΤΙ ΣΟΥ ΑΛΛΑ Η ΠΑΡΟΥΣΙΑΣΗ ΣΟΥ ΗΤΑΝ ΕΞΑΙΡΕΤΙΚΗ!!!,1,0,6,,3 years ago,,,,
"Αν κ γενικά δε τον παω καθόλου, μπορω να πω οτι εδω μαρεσε παρα πολυ οπως τα ειπε κ τα παρουσίασε.",1,0,6,,2 years ago,,,,
