text,language
"Δεν επηρεάζομαι εύκολα αλλά το συγκεκριμένο βίντεο με έχει σοκάρει. Όχι για την φύση του μέσου ανθρώπου ειδικά αυτών που έδωσες ως παράδειγμα, αλλά για την δική σου.",greek
Ti leei o neos?,greeklish
"""looks like you added to much onion""",english
"Πρώτη φορά ένα βίντεο με έκανε να νιώσω όλα τα συναισθήματα.
Χαρά γιατί βγήκε 
Λύπη για το τι υπάρχει σε αυτό το σάπιο  Youtube 
Θυμό για το πόσο τούβλα είναι κάποιοι",greek
Tha pao na parakoloutheso mia sinavlia ,greeklish
Looking tasty,english
ρε mikeius είπες o Kim Kardashian? ...,greek
"Αν και ως θεατής επικεντρώνεσαι στο content και όχι στα backstory, είναι σοκαριστικό το ποσο τραγικά μπορεί να συμπεριφέρεται κάποιος για να γίνει γνωστός. Δυστυχώς φτάνεις ως θεατής να αισθάνεσαι ενοχές και υπευθυνότητα που δεν αναγνωριζες τα σημάδια. Keep it up booyah!",greek
"""fun"" fact/""fun"" (long) story time/fun TRUTHS (όπως θες πες το): Μιας και μιλάμε για κλέψιμο, δεν κράτησα αρχείο με συγκεκριμένα παραδείγματα, άλλα έχω πετύχει ουκ ολίγες φορές να κλέβουν youtubers ιδέες μου (όχι από το παρόν κανάλι το Faceless Fitness, αλλά από το άλλο το Faceless το σκέτο που είναι πιο γνωστό.. έχει 2000 subs   (είμαι σάντοουμπανντ γενικά πράγμα που το κάνει όλο αυτό χειρότερο γιατί αν τα κλεφτάκια τουλάχιστον κάνανε shoutout (έστω χωρίς να αναφέρουν ότι ""δανείστηκαν"" κάτι αν είναι ντροπαλούλια) θα είχα παρακάμψει το shadowban εδώ και χρόνια κι ο αλγόρυθμος θα με έκλανε τους όρχεις)). Μην τα πολυλογώ τέσπα κοτζάμ μεγάλα (ή ημιμεγάλα) κανάλια είχαν, τους σχολίαζα (""spamαρα"" I guess??) και σκεφτόντουσαν ""α ποιος είναι αυτός ο μλκας που παρακολουθεί το κανάλι μου και στο comment section πριν από κάθε του σχόλιο κάνει copy paste την φράση ""όποιος θέλει επισκέπεται το κανάλι μου και αν θέλει κάνει sub"""" (meanwhile τα σχόλιά μου πάντα θετικά, στο 99.9% των περιπτώσεων αν δεν έχω να πω κάτι θετικό δεν μιλάω (και in real life), δηλαδή να πω ότι είχανε λόγο να παρεξηγηθούν κιόλας..), και όταν τέσπα μετά που βλέπανε τα σχόλια μπαίνανε στο κανάλι να δούν τι φάση και βλέπαν 2 λεπτά τι παίζει σκέφτονταν ""χμμμ...ωραία ιδέα η συγκεκριμένη....το κλέβω"", με τσίμπησαν θέματα για βίντεο, με τσίμπησαν αστεία από εισαγωγές, με τσίμπησαν ολόκληρα κωμικά conceipts αν θυμάμαι καλά, κάποιοι από αυτούς έπειτα με μπλόκαραν και να μην μπορώ να σχολιάσω στα κανάλια τους (υποθέτω για λόγους ασφαλείας;; ενώ θα μπορούσα να σχολιάσω για να πω ""το και το έκανε ο δικός σας"" με το 2ο κανάλι εν τω μεταξύ), λίγο άσχετο αλλά ο άλλος ο τρικαράγκιοζας (ο συγκεκριμένος θυμάμαι και ποιος είναι και ψιλομιλούσαμε γενικά παλιότερα) με ζήτησε να του κάνω ολόκληρη έρευνα για κάτι youtubικά θέματα που είχε κάτι απορίες (δεν το έκανα ευτυχώς αλλιώς θα ήταν ακόμα χειρότερο όλο αυτό) και λίγο μετά από την βοήθεια που ζήτησε (και έφαγε άκυρο όπως προείπα) με μπλόκαρε επίσης (γιατί fitness εγώ fitness αυτός με έβλεπε σαν ανταγωνιστή λογικά, ΕΛΠΙΖΩ τουλάχιστον όταν είδε το κανάλι να μην κατάλαβε ποιος είμαι και απλά να μπλόκαρε ""τον random ανταγωνιστή (με τα 40 subs) που αυτοδιαφημίζεται στο κανάλι του""), για όλα αυτά δεν ανέφερα τίποτα τότε, και δεν αναφέρω και τίποτα τώρα ουσιαστικά (χωρίς ονόματα είναι σαν να μην το 'πα ούτως ή άλλως, πράγματα δεδομένα λέω απλά μέσα από προσοπικές εμπειρίες) και δεν με ""πείραξε"" όλο αυτό και ούτε τώρα με ""πειράζει"" (καλά οκέι με πείραξε, απλά όχι σε ακραίο βαθμό καθώ αν με πείραζε σε ακραίο βαθμό όχι απλά θα θυμόμουν όλοι ποιοι είναι αλλά θα είχα κρατήσει και σημειώσεις για το ποια κανάλια ήταν, τι ακριβώς έκλεψαν και πότε ακριβώς ήτανε οι ημερομηνίες των original uploads μου και τους, με screenshots και τα σχετικά και θα έκανα ένα ή παραπάνω βίντεο περί αυτού (που τώρα που το σκέφτομαι έπρεπε να το κάνω γιατί θα έπερνε views και θα έφερνε κόσμο στο κανάλι......μλκια μου κιόλας δεν με έκοψε, ποτέ δεν σκέφτομαι την δύναμη του youtube drama..)), το point είναι ότι τέτοια άτομα υπήρχαν και θα υπάρχουν, it's the internet.. κλάιν μάιν, απλώς το αναφέρω για να δώσω ένα context περί του τι κλέψιμο πέφτει που απλά δεν φαίνεται και κατά προέκταση δεν μαθαίνεται ΕΙΤΕ γιατί το κλεμένο υλικό είναι από μικρότερα κανάλια ΕΙΤΕ γιατί είναι από οποιαδήποτε άλλη πλατφόρμα στην τελίκή, και γενικά δεν είναι όλα τα κλεψίματα σαν του Mikeius που 1ον (άσχετο) έπεσα από τα σύννεφα 2ον (άσχετο επίσης) ελπίζω μικρό κομμάτι του υλικού του να είναι κλεμένο γιατί τον έχω φουλ ψηλά δυστυχώς ή ευτυχώς 3ον (και το πιο σημαντικό) έκλεψε από συγκεκριμένα άτομα αρκετά γνωστά ώστε να μαθευτεί κιόλας και θα έπρεπε να τον είχε κόψει ότι θα μαθευτεί (ή ίσως και τότε να του φάνηκε καλή ιδέα για τον Χ Ψ λόγο το να μαθευτεί;; και έπειτα δεν ανέφερε ότι ήταν εσκεμένο για το χ ψ λόγο επειδή πλέον πιο όριμο όντας καταλαβαίνει πόσο σκατώδης ιδέα ήταν;;; δεν ξέρω), αλλά γενικά πολύ μικρό ποσοστό του κλεψίματος μαθεύεται γιατί πρέπει το ίδιο άτομο να δει και το original και το κλεμένο και ταυτόχρονα να θυμάται αυτό που είδε πρώτο για να κάνει την σύγκριση και να πει ""όπα εδώ παίχτηκε αντιγραφή"" (με έχει τύχει, ήτανε η κλασική περίπτωση με την μετάφραση που έκανε και ο Mikeius), παίζει να υπάρχουν άτομα που είναι ""creators"" αλλά ουσιαστικά τα κανάλια τους είναι σαν να βλέπεις cookie cutter facebookοσελίδα που το 80% του υλικού της είναι reposts και ΝΑΙ καταλαβαίνω ότι ""δεν υπάρχει παρθενογένεση στην τέχνη"" αλλά μην το τερματίζεται κιόλας...",greeklish
to geek out me ta vintage toys kai twra auto m allazoune siga siga thn gnwmh. ,greeklish
Pl douleia sto grafeio. 8a se dw to vra6i?,greeklish
'Ίσως το πιο εποικοδομητικό βίντεο στο ελληνικό youtube . Δεν γίνεται να μην καταλάβεις ότι είσαι υποκριτής με κάποιους προωθώντας  τους ακόμα και με #cancel . Συγχαρητήρια για το αποτέλεσμα Booyah,greek
"Με κατέστρεψε αρκετά αυτό το βίντεο. Το θέμα είναι ότι έχω εκθέσει τον εαυτό μου αρκετά στο YouTube και στους creators υπάρχει βίντεο με εμένα που είμαι μεθυσμένος, έχω συμβάλει σε όλο αυτό το δράμα, έχω υποστηρίξει αυτά τα παιδιά (jack lope, linaras mikeius) Παρόλο που έβρισκα παράλογες πολλές από τις κινήσεις τους, έχω κάνει δουλειές (έχω φτιάξει μουσική που χρησιμοποιούν, artworks και κάποια άλλα) για αυτούς, καθώς ήταν οι μόνοι (μεγάλοι) του χώρου που μου είχαν δώσει σημασία και ένιωθα πως ανήκω και εγώ κάπως σε αυτό το community γιατί μεγάλωσα μέσα σε εσάς. Τώρα όμως που ξέρω ότι όντως έκαναν actual κακό σε (δεν το πάω μακριά) έναν άνθρωπο, τον έφτασαν σε σημείο να φοβάται κλπ, να έχουν παίξει τόσο με τις λέξεις που να έχω χαθεί και εγώ δεν ξέρω πραγματικά τι να κάνω. Θα πρέπει να συνεχίσω να υποστηρίζω αυτά τα άτομα; γιατί πλέον μετά από τόσα χρόνια έχετε γίνει κομμάτι της διασκέδασης μου. Θα πρέπει να τους διαγράψω εντελώς γιατί από ότι έχω δει πάντα να τραβάνε το σχοινί; Γενικά προσπαθώ να βρω μια λύση όπου δεν θα συμβάλω στο πρόβλημα και θα συνεχίζω να νιώθω πως είμαι μέρος του community. ",greek
This is basically Lecsó with rice so kinda Lecsó risotto and I love both especially when they are creamy. Though honestly could be less crunchy :),english
"This is the best recipe ever! I went to a restraunt to get a job, and the the manager fell on the floor saying “ elp me..”. I thought he said “Amazing”, so I took his clothes and became a new manager! 10/10 would recommend!!!",english
I like how he even tries it himself to make sure it tastes right.,english
havent seen this channel in years was worried he was doing an actual how to video,english
"Έπεσα θύμα του Jack, κυρίως λόγω άγνοιας. Ωστόσο δεν μπόρεσα ποτέ να χωνέψω ότι ο Booyah δεν είναι ένας απ'τους πιο αληθινούς Έλληνες YouTubers. Αυτό το βίντεο μου το επιβεβαίωσε. Respect.",greek
Ένας μύθος που έγινε πραγματικότητα!!,greek
"Ενα βιντεο το οποιο μπορει να βαλει αρκετους ανθρωπους σε σκεψη . Το υλικο το οποιο αναζητησες και μας εδωσες ωστε να φανουν καποια πραγματα οχι ετσι οπως θα θελαμε να πιστευουμε οτι ειναι , αλλα ετσι οπως ειναι πραγματικα , δειχνουν μια καθαροτερη εικονα του πως , τα σκηνικα πισω απο τις καμερες δεν ταιριαζουν με το σοου της «μεγαλης οθονης » . Ενα βιντεο διαμαντι για το ελληνικο youtube που καθαριζει τις βρωμικες γωνιες του… συγχαρητηρια boss , απο την αναζητηση εως το αποτελεσμα , η δουλεια σου αξιζε !",greek
"Τρομερό,2.5 ώρες πέρασαν σαν αέρας. Αληθινός, απίστευτος. Μπράβο!",greek
"1:03 ""Looks like you added too much onion"" that fr killed me ",english
σαν το κρασί αυτό το βίντεο... όσο περνάνε οι μέρες τόσο καλύτερο γίνεται,greek
η λεπτομέρεια μέχρι και στο μπλουζάκι ΑΠΙΣΤΕΥΤΟΣ ... έκανες το YouTube τέχνη ρε τεράστιε,greek
"Το καλύτερο βίντεο στης χρονιάς(και όχι μόνο) στο YouTube,θα συνεχίσω να σε ακολουθήσω στο κανάλι όπως κάνω τόσα χρόνια ελπίζοντας ότι θα δω κάποια στιγμή ειδοποίηση ότι ανέβασες βίντεο!",greek
All jokes aside. Hes actually a good cook,english
"Αδερφέ ανατσουτσούριασα!!
 Το πρώτο τεράστιο βίντεο που βλέπω στο γιουτουμπε μετά από πολύ καιρό και δεν το θεωρώ χάσιμο χρόνου....
Καλή δύναμη!!",greek
"Thanks so much. My family just went to the hospital for food poisoning! Now I have a nice long break from them. The only bad news is that when the paramedics came they took the rest of the egg fried rice because they thought that was what gave them food poisoning. All I could think in that moment was ""silly gooses!""",english
"I expected so much here. See, not many channels are willing to show those little details, that's what I love about these videos.",english
Someday I’m gonna use your recipe,english
Can we appreciate that these tutorials lately are actually useful if you keep out the crazy parts? I believe this meal was already perfectly finished before he added infinite eggs.,english
Love the fact that this channel kept the same meme for years and it still works on me,english
That looks exceptional! Uncle Roger would be so proud of you!,english
"Ευγε ρε Makeus... Τυφλα να χει ο Λαζοπουλος, ο Σεφερλης και οι λοιποι wanna be αστειοι, αυτο παει να πει χιουμορ... Συνεχισε ετσι!!!  Σ ευχαριστω για τις απειρες στιγμες γελιου/διασκεδασης/μορφωσης που προσφερεις μεσα απο εκπομπες σου :)",greek
"I made this for my friend who has an egg allergy, she loved it so much that she fell to the floor ️",english
"For my following opinion, I'm agreeing that this guy definitely has the best cooking recipe, and for anyone who doesn't know how this was made, this is the time to watch him cooking step by step",english
i like that he SHOWS how to make it first and then straight to egging it,english
Can we all take a moment to appreciate this recipe? ,english
"Δεν έχω λόγια για σένα, αλήθεια. Τα έχουν πει οι περισσότεροι για μένα στα σχόλια. Εγώ θα πω απλώς ότι λατρεύω το μυαλό σου. Είσαι ένας πανέξυπνος άνθρωπος και λατρεύω τέτοιου είδους ανθρώπους.",greek
This is my favorite food to eat!  perfect egg fry rice!!!,english
i remember years ago my friend introduced me to this channel and it changed the trajectory of my life forever,english
"Σε παρακολουθώ από τα πρώτα σου βίντεο. Πάντα μου άρεσε το στυλ σου, το χιούμορ σου. Σε εκτιμώ πάρα πολύ για την εξέλιξη σου, την ειλικρίνεια σου, τη δημιουργικότητα σου. Είμαι εκπαιδευτικός και μητέρα πλέον. Σε έχω στο μυαλό μου σαν παράδειγμα επιτυχίας, όταν αγχωμενοι γονεις με ρωτάνε για την πρόοδο και τους βαθμούς των παιδιών τους. Συμβουλεύω πάντα ""υπάρχουν πολλοί τρόποι να γίνει κάποιος επιτυχημένος στη ζωή"" και σκέφτομαι κατευθείαν άτομα σαν εσένα, που δε χρειαστηκες ακαδημαϊκούς στόχους ούτε οικονομικές πλάτες για να πατήσεις στα πόδια σου. Τώρα που ξέρω το παρελθόν σου, καταλαβαίνω και την πορεία σου πολύ καλύτερα. Θα τολμήσω να πω εκ μέρους όλων των συναδέλφων εκπαιδευτικών σου, ένα ΜΠΡΑΒΟ για την επαγγελματική και κυρίως την προσωπική σου εξέλιξη. Τέτοιες ιστορίες θέλουμε να βλέπουμε!",greek
"You did it again, HtB! Another fabulous recipe!",english
1 χρονο μετα ! πιο επίκαιρο από ποτέ ...Εισαι οτι καλυτερο,greek
Πρέπει να είδα το τέλος πέντε έξι φορές μέχρι να συνειδητοποιήσω τι λες και τι είπες εκτός του ότι συγκινήθηκα αναρωτήθηκα τι μας περιμένει,greek
thanks for the tutorial my brother loved the dish!,english
"Απλά ΜΠΡΑΒΟ ΣΟΥ Αλεξαρα μονο respect για το ήθος σου και τη μεγαλοψυχία σου!!!
Υ.Γ Πως τους πετσοκοψες έτσι τους πουθεναδες παιχταρα μου;;;;;",greek
"""... Νευριαζα με πραγματα που δεν ειχαν γινει καν!!!""
Αν υπάρχει ενας άνθρωπος που καταλαβαίνει τι μαρτύριο περνάς με δαύτο αυτή είμαι εγώ. ",greek
kane mpraf!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!,greeklish
so dark humor,english
Very nice tutorial! Thank you so much!,english
"Μόλις τελείωσα το βίντεο είχα την ανάγκη να το ξανά δω. Δεν περίμενα ποτέ ένας youtuber να με βοηθήσει να καταλάβω το εαυτό περισσότερο από την οικογένεια μου , τους φίλους μου και από εμένα τον ίδιο. Και νιώθω τεράστια ντροπή που έπεσα θύμα του jack και του linara. Τον τελευταίο καιρό όμως έβλεπα τα βίντεο σου και του τσαχ και προσπαθούσα να καταλάβω τι έβρισκα λάθος και σας έβριζα, μετά από αυτό το βίντεο κατάλαβα. Για τον linara, mikeus και τον Μαλιάτσητα ξέραμε αυτά με τα army αλλά δεν ήξερα ότι ο jack ήταν τέτοια νυφίτσα. Περιμένω να δω και την απάντηση τους.",greek
BEST RECIPE EVER THIS IS AMAZING,english
"Really a nice video, lot of thanks ",english
Ρε Mikeius πως ησουν ετσι στον στρατό,greek
I haven’t watched a how to basic video in years I’m kind of shocked to see it’s still a thing and floored that despite already knowing what the joke’s going to be I was in tears laughing,english
first!,english
"Πρέπει ολοι να παραδεχτούμε οτι τα βιντεο του booyah πάντα σε κάνουν ποιο γεμάτο σαν άτομο και ίσως μερικές φορές να σε βοηθούν σαν άτομο και να σου δείχνουν κάποια λάθοι που ίσως να έχουμε κάνει.
Υ.Γ Σε ευχαριστώ που με έκανες να καταλάβω πράγματα για τον εαυτό μου!",greek
Μπράβο σου μάγκα..από έναν πού δέν ξέρει πολλά πράγματα..τα λόγια βγάζουν αλήθεια είναι φανερό. ,greek
takamouri ahhahaah,greeklish
"Ρε booyah τι μας κάνεις...δεν έχω λόγια μιλάμε, όλο κάτι ετοιμάζεις. Συνέχισε έτσι φίλε <3",greek
"Απίστευτο μόνο αυτή η λέξη μου βαίνει πραγματικά 

ωρα να τα βρούμε και εμείς με τον εαυτο μας... ευχαριστώ που μου το διευκρίνισες !",greek
The egg shells must definitely be yummy. The more the tastier. Yumyum.,english
"Μέσα σε όλες τις επιθέσεις που δέχτηκες από το άτομο στο οποίο αναφέρθηκες εκτενώς στο βίντεο, η εμμονή και η εμπάθειά του τον έκανε να σου δώσει το πάτημα να τον κυνηγήσεις δικαστικά. Γιατί δεν το έκανες ούτε τότε, ούτε αργότερα;",greek
Αδερφέ το έχεις πάει αλλού. Σενάριο μοντάζ ,greek
Σε αυτή την χώρα πρέπει να μάθουμε να μιλάμε ελληνικά επιτέλους.,greek
Pou einai to kafenio pou milas? ,greeklish
Tha se deixo sto spiti. ,greeklish
Mikeius ... ωραία η καινούργια σειρά με τα Viral News.... αλλα.... ΣΑΝ ΤΟ ΜΠΡΑΦ ΤΊΠΟΤΑ !! ξέρω πως είναι επιλογη σου τι θα ανεβάζεις !! Εγω απλως εκπροσωπώ την άποψη του κοινού !! Βέβαια και τα Viral News πετυχημένα είναι !!,greek
Braf Braf Braf Braf,greeklish
"Ευχαριστούμε booyah, ένα τέτοιο μάθημα και μήνυμα χρειάζονται να το ακούσουν όλοι. Μπορεί να είναι συγκινητικό πως θα είναι το τελευταίο αλλά ήταν και το καλύτερο. Μπορούμε μόνο να συνεχίσουμε <3",greek
I never seen howtobasic make a normal recipe and i love it.,english
"Μπούγια, αγόρι μου, μέχρι πριν μία εβδομαδα, δεν ήξερα καν ότι υπάρχεις. Τώρα που ειδα το βίντεο σου, αν κατέβαινες για βουλευτής, θα σε ψήφιζα.",greek
"Спустя столько лет, я всё ещё верю, что у него всё получится)",english
triggered,english
Ksero ena kalo meros.,greeklish
Respect Booyah. Όταν σε βγάλει ο δρόμος σου Χίο κερνάω χιώτικη μπύρα  και υποβρύχιο. Ότι δεν σε σκοτώνει σε κάνει πιο δυνατό.,greek
"Έχοντας δει ολόκληρη την σειρά Ελληνικό Youtube κρατάω κάποια πράγματα. Αρχικά ότι όπως έχεις αναφέρει εσύ ο ίδιος είναι μια ευκαιρία να γνωρίσουμε τον άνθρωπο πίσω από το κανάλι. Από την προηγούμενη πρόταση καταλαβαίνω ότι ο στόχος των βίντεο δεν είναι ακριβως το expose των ατόμων που αναφέρονται σε αυτά, αλλά τα συναισθήματα και κυρίως οι σκέψεις που σου προκάλεσαν κάποια άτομα με τις συμπεριφορές τους. Δηλαδή νομίζω ότι η σειρά έχει να πει πιο πολλά για σένα παρά για τους υπόλοιπους. Τρανό παράδειγμα είναι η κατάσταση που ανέφερες μετά το youtube 5, όπου όλοι χαίρονταν αλλά εσύ είχες προβληματιστεί. Εγώ προσωπικά ακούω όλα όσα έχεις να πεις ως καταστάσεις που συνέβησαν σε ένα άτομο μιας και οι συνθήκες δεν είναι σε όλους οι ίδιες. Τέλος, θέλω να εκφράσω και έναν προβληματισμό που πιθανόν να έχει προβληματίσει και σένα τον ίδιο. Η ίδια η υποκρισία στην οποία αναφέρεσαι. Μετά από κάθε βίντεο Ελληνικού Youtube παρατηρείται ο επηρεασμός μεγάλης μερίδας ανθρώπων και η συμφωνία τους με τα λεγόμενα σου. Σε αυτό το σημείο θα ήθελα να τονίσω την σημασία της συζήτησης, όπως είπες και εσύ ο ίδιος σε σχέση με  την απρόσωπη ανταλλαγή βίντεο και στόρι. Εκεί που θέλω να καταλήξω είναι ότι στην θέση σου θα ήμουν ακόμα προβληματισμένος αν έχω πράγματι δημιουργήσει προβληματισμό στο κοινό μου ή αυτοί συμφωνούν απλά για την χάρη να συμφωνήσουν με τον αγαπημένο τους youtuber. Ελπίζω να αισθάνθηκες από αυτό το σχόλιο ότι κάποιος έχει πιάσει τον παλμό της σκέψης σου αλλά και να σε προβλημάτισε λίγο.",greek
Πραγματικα θα ηθελα παρα πολυ να μαθω πως θα νιωθει και τι σκεφτεται ενας ανθρωπος σαν τον Hayate ή τον Jack lope οταν βλεπει αυτο το βιντεο.,greek
I’ve just tried this amazing recipe and I can confirm this is the best egg fried rice to ever exist I Also love how how much the egg is emphasized,english
"Καταλαβαίνεις ότι κάνεις κάτι τόσο καλά όταν ακόμα και αν έχεις πάρει τα ρισπεκτ των ατόμων που ανέφερες μέσα στο βίντεο οι φανς τους ακόμα κράζουν 
ΥΠΕΡΜΕΓΙΣΤΕ ΜΠΟΥΓΙΑ
Ευχαριστώ για τον λόγο που με έκανες να διαμορφώσω τον χαρακτήρα μου προς το καλύτερο ",greek
I like how he shows how to properly make it first before ruining it,english
Ότι καλύτερο υπάρχει στην ελληνική πλατφόρμα. Το αίμα σου πίσω like a Boss!,greek
O kipos mou einai gematos me louloudia ,greeklish
"came back to this channel after years. thought to myself, wow he finally started to actually cook, yeah nvm….",english
Gamw to head and shoulders!!,greeklish
"I’ve tried other versions of this recipe in the past, and none of them compare to just how wonderful yours is. The definitive treatment of this fine, classic dish!",english
Πιστεύω είναι ο μοναδικός YouTuber που όταν τελειώνει το βίντεο του με γεμίζει με σκέψεις και όρεξη για επανάληψη του βίντεο .,greek
Μετά από το βίντεο με έχει βάλει σε πολλές σκέψεις το αν έχω κανει ένα κακό σε άλλον και να μάθω να παραδέχομαι τα λαθοι μου μπράβο μπούγια,greek
4 χρόνια υπομονής… ολα οδηγούνται εδώ…τωρα δεν εχω ιδεα τι να περιμένω!!,greek
Tha paro ena taxi.,greeklish
Το φάρμακο του κΙμ ΓιΟνΓκ ΟυΝ θεραπεύει και sars cov 2?,greek
"Ό,τι χρειαζόμουν αυτή τη στιγμή, ένα ωραίο δίωρο βίντεο με ωραία αφήγηση για να βγάλω την πρωϊνή βάρδια",greek
O 2Pac eixe pitirida... are you sure? ,greeklish
Αυτά είναι !!!! Να σου πω δεν βλέπω καθόλου βίντεο από Ελληνικό YouTube.. Το μόνο κανάλι που βλέπω είναι το δικό σου γιατί έχεις το δικό σου στιλ και γαμας!!!! Αγάπη από Αγγλία και πάντα εδώ!!,greek
Incredible content  ,english
Thank you! Turned out great and had a good dinner with the in laws.,english
Its seem so delicious ,english
Tips: try to season your wok a little bit before starting. It will add to the flavor ！also add more eggs,english
"Wow what a recipe would definitely try(but bro seriously don’t waste food, an egg is literally life of some creature)",english
Ποσο αληθινός και με επιχειρήματα εισαι ρε φιλε . Αλλεσ 10 ωρες θα εβλεπα και πιστευω οτι θα μπορουσες να κανεις τετοια βιντεο . Καλη συνεχεια . Boooyah boss.,greek
"Even with Mr. Basic's uploads having gotten less frequent lately, some things just never change...",english
"Just watched this after watching Jamie Oliver's Egg Fried Rice
and I can proudly say",english
"2 ώρες και δεν πήρα τα μάτια μου από την οθόνη… 
Απίστευτη δουλεία!",greek
I can affirm that this fried rice with egg is absolutely amazing. Whoever gets to eat it can basically eat almost anything on this planet,english
χαχαχα,greek
"I have a theory howtobasic has 2 seperate videos, 1 where he is/watches a proffesional chef cook an amazing dish but then the video glitches and switches to reality where he actualy makes it",english
Adespoto palio kamene xaxaxaxaxa ,greeklish
"Ο booyah ειναι ο eminem του ελληνικου youtube, ποτε δεν αρχιζει καποιο beef αλλα παντα το τελειωνει.
Μου αρεσε απιστευτα ο παραλληρισμος σου με το ποκερ, μιας και λατρευω αυτο το παιχνιδι. Το μεγαλο σου πλεονεκτημα απεναντι σε οσους εχουν μιλησει για εσενα ειναι οτι βρισκεσαι στο button (μιλας παντα τελευταιος).
Το μονο μου παραπονο απο το βιντεο ειναι οτι με γεμισες χαστουκια οταν καταλαβα οτι εχω καποια κοινα με τις ακραιες συμπεριφορες που εδειξες (φθονος, εγωισμος κτλ)",greek
I didnt even realize it was how to basic. I was actually trying to learn how to make egg fried rice,english
I find it funny how he might actually be a really really good chef now because of his videos,english
"Έχω δει αυτό το βίντεο πολλές φορές και κάθε φορά στο τελος μπενω πάλι σε σκέψεις. 
Σε ευχάριστο για όλα μπορεί εσύ να βλέπεις ένα απλό comment αλλά εμένα με βοήθησε πολύ αυτό το βίντεο. 
Σε ευχαριστώ.",greek
I was genuinely in shock after him adding this many…,english
It never gets old.  You’re craft is timeless.,english
2023 επικαιρο περα ως περα. Μια τελεια αφορμη να το ξαναδω ολο!,greek
"The part where he said ""ÆÆGG"" really touched me. Also, this recipe was so good i served it to everyone in the white house!1!1!1",english
"Ο Booyah ειναι ίσως ο μόνος άνθρωπος που θα σε κάνει να δεις συνεχόμενα βίντεο 2,5 ωρών.",greek
"00:16 - Τι κορεάτικη προφορά ήταν αυτή, ρε Mikeius? Σοβαρα.",greek
Το βίντεο είναι νομίζω η 3η φορά που το βλέπω σπάνια έχω να πω κάτι...Αλέξανδρε το βίντεο σου διδάσκει μαθήματα ζωής και σε ΕΥΧΑΡΙΣΤΏ!!!Συνέχισε να μας γαμας το μυαλό το γουστάρουμε!!!,greek
"Μόλις τελείωσα το βίντεο , νιώθω  το ίδιο συναίσθημα που νιώθω όταν τελειώνω ένα βιβλίο ή ακόμη και μια σειρά και δεν έχει συνέχεια , τέλος , ξέρεις αυτό το κενό στο στομάχι ;! Ταυτόχρονα και μια ανακούφιση που ολοκληρώθηκε η ιστορία… 
Υ.Γ θα έβλεπα με την ίδια ευχαρίστηση και το directors cut ",greek
You really deserve the UNCLE title.,english
"It’s been a while since I’ve watched one of your tutorials, glad to see you’re still making them. As helpful as always thank you howtobasic!",english
I feel bad for the people who actually start making it and then realise they have messed up ,english
Pos perases tin imera sou? ,greeklish
Thanks so much the only problem with it was too little egg I like to add twice the amount of eggs and it is perfect ,english
Μακάρι να γινοταν να εβλεπα καθε μερα ενα τετοιο..το ευχαριστηθηκα τσσο πολυ ρε φιλε!,greek
"As an Asian, I can confirm that the quality of the fried rice is good and Uncle Roger would love it",english
It's terrifying to think that I live in the same country as this man.,english
Old booyah 🫡🫡🫡 οι καλύτερες δυόμισι ώρες της ζωής μου μετά από μαραθώνιο που είχα κάνει με τα παλιά βίντεο σου ,greek
"Legit the best fried rice recipe I've ever done, I only used the egg yolks though!",english
That previous added extra flavour thanks for the awesome tutorial very high quality,english
"Αν με ρωτησουν ποτε ,πια ταινια σε αλλαξε ,θα πω το ελληνικο youtube 4",greek
tymvoryxos h paidi thauma hahaha ,greeklish
Kalispera! ,greeklish
"I was actually looking for a rice recipe, then Howtobasic popped up, knew it would be just a disaster of eggs but I’m watching it now",english
"Αν όλοι στο YouTube ήμασταν τόσο δημιουργικοί οσο εσύ δεν θα υπήρχε λόγος να δει κάποιος τηλεοραση. 

Σε ευχαριστώ που είσαι αυθεντικός και αληθινος. ",greek
"ΧΑΧΑΧΑ Booyah είσαι τρέλα!!! 
ΥΓ Αρχικά νόμιζα το feed μου ειχε πετάξει παλιό βίντεο!
Edit γιατι τωρα το ειδα ολο... Τι βιντεαρα εκανες παλι; Πετσοκομμα! πλακα πλακα φοβερη δουλεια εριξες παλι!
Και το τελος πολυ δυνατό!!! Ευχαριστούμε!",greek
kai esi Evro Kolovisma :P,greeklish
"Απο όλες τις γλώσσες του κόσμου,διάλεξες να μιλήσεις με αυτή της αλήθειας",greek
"δεν γνώριζα ότι υπάρχουν τέτοια άτομα στο ελληνικό youtube και οι youtubers να μην αποκαλύπτουν την αλήθεια. 
Υγ: βίντεο με αποδείξεις ό,τι καλύτερο.",greek
Εμείς οι παλιοί σου φαν δεν σε αμφισβήτησαμε ποτε το μόνο που περιμέναμε ήταν πάλι να βουλώσεις στόματα και το έκανες με τον καλύτερο τρόπο σε ευχαριστούμε για αυτό το 2.30 ωρο βίντεο το οποίο εύχομαι να μην τελειωνε τόσο γρηγορα,greek
gia na agorasei 1.000.000 evro enan monadiko disko ton Wu-Tang,greeklish
"Θα δανειστώ δική σου φράση για να περιγράψω αυτό το βίντεο ""Fucking τέχνη bitches!""
Ήταν απλά masterpiece! Είσαι ευφυέστατος και σε ευχαριστούμε γι αυτό το βίντεο ",greek
